"EMPLOYEE_ID","AGE","FAMILYSIZE","YEAREXPERIENCE","ANNUALINCOME","EDUCATIONLEVEL_ID","NETPRICE_PRO11_AMT","NETPRICE_PRO12_AMT","NETPRICE_PRO13_AMT","NETPRICE_PRO14_AMT","NETPRICE_PRO15_AMT","NETPRICE_PRO16_AMT","NETPRICE_PRO17_AMT"
2846,52,1,26,119,1,208.0,0.0,0.0,49.0,1.0,1.0,0.0
2847,26,1,2,28,3,0.0,0.0,0.0,10.0,0.0,1.0,0.0
2848,44,3,20,60,3,0.0,0.0,0.0,21.0,0.0,1.0,0.0
2849,55,1,30,23,2,0.0,0.0,0.0,15.0,0.0,0.0,0.0
2850,35,4,9,164,3,0.0,0.0,0.0,74.0,0.0,1.0,1.0
2851,55,2,31,39,1,0.0,0.0,0.0,8.0,1.0,0.0,0.0
2852,43,2,18,19,3,85.0,0.0,0.0,0.0,1.0,1.0,0.0
2853,47,2,21,72,3,0.0,0.0,0.0,8.0,1.0,1.0,0.0
2854,63,3,38,41,3,0.0,0.0,0.0,9.0,1.0,1.0,0.0
2855,32,2,6,32,2,130.0,0.0,0.0,3.0,0.0,1.0,0.0
2856,31,1,6,69,2,0.0,0.0,0.0,8.0,0.0,1.0,0.0
2857,53,3,29,23,1,0.0,0.0,0.0,4.0,0.0,1.0,0.0
2858,36,4,10,44,1,0.0,0.0,0.0,2.0,0.0,1.0,0.0
2859,61,3,37,32,2,165.0,0.0,0.0,4.0,0.0,1.0,0.0
2860,59,2,35,25,1,123.0,0.0,0.0,3.0,0.0,1.0,0.0
2861,25,2,1,80,3,0.0,0.0,0.0,16.0,0.0,1.0,0.0
2862,41,1,17,83,2,230.0,1.0,0.0,8.0,0.0,1.0,0.0
2863,50,1,24,133,1,0.0,0.0,0.0,73.0,1.0,1.0,0.0
2864,44,1,19,89,2,307.0,0.0,0.0,1.0,1.0,0.0,0.0
2865,34,2,8,81,3,187.0,0.0,1.0,45.0,1.0,1.0,0.0
2866,37,2,12,44,2,85.0,0.0,0.0,11.0,0.0,1.0,0.0
2867,63,2,37,119,1,0.0,0.0,0.0,20.0,0.0,0.0,0.0
2868,58,4,33,39,1,147.0,0.0,0.0,9.0,0.0,0.0,0.0
2869,65,2,39,40,3,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2870,53,3,27,79,1,183.0,0.0,0.0,8.0,0.0,0.0,0.0
2871,55,4,29,30,2,0.0,0.0,0.0,7.0,0.0,1.0,0.0
2872,41,1,15,179,3,0.0,0.0,0.0,26.0,0.0,1.0,1.0
2873,31,2,6,178,1,0.0,0.0,0.0,67.0,0.0,0.0,0.0
2874,56,4,31,82,2,0.0,0.0,0.0,38.0,0.0,1.0,0.0
2875,40,2,14,50,2,0.0,0.0,0.0,24.0,0.0,0.0,0.0
2876,56,2,31,64,2,0.0,0.0,0.0,19.0,0.0,0.0,0.0
2877,29,1,5,129,1,0.0,0.0,0.0,15.0,1.0,0.0,0.0
2878,45,4,19,68,1,0.0,1.0,0.0,29.0,0.0,0.0,0.0
2879,47,1,22,30,3,112.0,1.0,0.0,14.0,0.0,0.0,0.0
2880,62,3,37,48,1,0.0,0.0,0.0,15.0,1.0,0.0,0.0
2881,62,1,37,130,1,257.0,0.0,0.0,13.0,0.0,0.0,0.0
2882,46,1,21,40,3,0.0,1.0,0.0,5.0,0.0,1.0,0.0
2883,39,2,15,105,1,0.0,0.0,0.0,19.0,0.0,1.0,0.0
2884,30,4,4,41,1,0.0,0.0,0.0,2.0,0.0,1.0,0.0
2885,53,3,29,168,3,118.0,0.0,0.0,65.0,0.0,1.0,1.0
2886,39,2,15,80,1,0.0,0.0,0.0,27.0,0.0,1.0,0.0
2887,29,2,4,134,1,0.0,0.0,0.0,31.0,0.0,1.0,0.0
2888,35,1,10,49,3,0.0,0.0,0.0,25.0,0.0,0.0,0.0
2889,36,2,10,63,1,0.0,0.0,0.0,18.0,0.0,1.0,0.0
2890,47,4,23,70,1,212.0,0.0,0.0,19.0,1.0,0.0,0.0
2891,64,3,38,32,2,141.0,0.0,0.0,7.0,0.0,0.0,0.0
2892,34,3,10,14,3,114.0,0.0,0.0,9.0,0.0,0.0,0.0
2893,39,2,15,111,1,326.0,0.0,0.0,61.0,0.0,0.0,0.0
2894,54,4,28,38,2,144.0,1.0,0.0,28.0,0.0,1.0,0.0
2895,29,2,3,121,1,341.0,0.0,0.0,20.0,0.0,1.0,0.0
2896,45,4,19,90,3,0.0,0.0,0.0,26.0,0.0,1.0,0.0
2897,59,2,32,178,2,0.0,0.0,0.0,60.0,0.0,1.0,1.0
2898,39,4,15,20,2,79.0,0.0,0.0,4.0,1.0,1.0,0.0
2899,49,2,25,61,1,229.0,0.0,0.0,17.0,1.0,0.0,0.0
2900,34,4,8,43,1,0.0,0.0,0.0,8.0,0.0,0.0,0.0
2901,67,1,43,39,2,0.0,0.0,0.0,19.0,1.0,1.0,0.0
2902,60,4,35,60,1,234.0,0.0,0.0,21.0,1.0,1.0,0.0
2903,41,3,16,63,1,0.0,1.0,0.0,30.0,0.0,1.0,0.0
2904,37,4,12,8,3,81.0,0.0,0.0,2.0,1.0,0.0,0.0
2905,63,4,39,52,2,0.0,0.0,0.0,13.0,1.0,1.0,0.0
2906,52,4,28,92,1,0.0,0.0,1.0,30.0,1.0,1.0,1.0
2907,59,2,33,111,1,298.0,0.0,0.0,14.0,0.0,1.0,0.0
2908,53,1,27,71,3,0.0,0.0,0.0,14.0,0.0,0.0,0.0
2909,42,2,17,25,2,91.0,1.0,0.0,1.0,0.0,0.0,0.0
2910,32,1,6,34,3,156.0,0.0,0.0,19.0,0.0,1.0,0.0
2911,29,3,4,74,3,0.0,0.0,0.0,26.0,0.0,0.0,0.0
2912,58,2,32,120,1,0.0,0.0,0.0,20.0,1.0,0.0,0.0
2913,62,4,38,50,2,0.0,0.0,0.0,13.0,1.0,0.0,0.0
2914,61,2,37,10,1,0.0,0.0,0.0,10.0,1.0,1.0,0.0
2915,57,4,30,45,2,113.0,0.0,0.0,25.0,0.0,1.0,0.0
2916,50,4,24,29,1,0.0,0.0,0.0,18.0,1.0,1.0,0.0
2917,64,2,38,145,1,0.0,0.0,0.0,69.0,0.0,1.0,0.0
2918,50,2,24,100,1,0.0,0.0,0.0,63.0,0.0,0.0,0.0
2919,50,3,26,24,1,0.0,0.0,0.0,4.0,0.0,1.0,0.0
2920,33,1,9,60,1,0.0,0.0,0.0,12.0,1.0,1.0,0.0
2921,27,4,2,50,2,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2922,28,3,2,43,2,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2923,58,3,32,79,1,0.0,0.0,0.0,44.0,1.0,0.0,0.0
2924,30,3,6,44,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2925,57,4,31,31,3,0.0,0.0,0.0,15.0,0.0,1.0,0.0
2926,60,2,36,14,1,107.0,0.0,0.0,10.0,0.0,1.0,0.0
2927,54,4,29,19,1,106.0,0.0,0.0,8.0,1.0,0.0,0.0
2928,55,1,30,111,2,0.0,0.0,0.0,11.0,0.0,1.0,1.0
2929,57,1,31,90,2,0.0,0.0,0.0,19.0,0.0,1.0,0.0
2930,51,2,26,21,3,129.0,0.0,0.0,7.0,0.0,0.0,0.0
2931,52,1,26,104,2,0.0,0.0,0.0,42.0,0.0,1.0,1.0
2932,54,1,28,75,2,0.0,0.0,0.0,19.0,0.0,1.0,0.0
2933,38,2,13,175,1,297.0,0.0,0.0,78.0,1.0,1.0,0.0
2934,33,1,8,98,1,171.0,1.0,1.0,42.0,0.0,0.0,1.0
2935,50,4,24,41,1,153.0,0.0,0.0,1.0,0.0,1.0,0.0
2936,35,2,9,171,2,569.0,0.0,0.0,22.0,0.0,1.0,1.0
2937,55,4,31,79,2,0.0,0.0,0.0,16.0,0.0,1.0,0.0
2938,65,4,40,24,2,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2939,59,1,35,90,2,0.0,0.0,0.0,36.0,0.0,0.0,1.0
2940,26,3,1,39,2,0.0,0.0,0.0,24.0,0.0,1.0,0.0
2941,51,2,26,9,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2942,39,2,14,15,2,90.0,0.0,0.0,1.0,0.0,1.0,0.0
2943,49,1,25,80,1,0.0,0.0,0.0,27.0,0.0,1.0,0.0
2944,42,1,16,63,3,79.0,0.0,0.0,7.0,1.0,0.0,0.0
2945,33,1,9,20,3,102.0,0.0,0.0,5.0,0.0,1.0,0.0
2946,47,2,23,43,3,0.0,1.0,1.0,21.0,1.0,1.0,0.0
2947,40,1,16,65,3,0.0,0.0,0.0,15.0,0.0,0.0,0.0
2948,40,2,16,91,2,151.0,0.0,0.0,17.0,0.0,0.0,0.0
2949,64,1,40,53,1,0.0,0.0,0.0,8.0,0.0,0.0,0.0
2950,59,3,33,110,2,0.0,0.0,0.0,17.0,0.0,0.0,0.0
2951,29,3,5,82,1,103.0,0.0,0.0,15.0,0.0,1.0,0.0
2952,37,4,12,23,3,0.0,0.0,0.0,2.0,0.0,1.0,0.0
2953,44,2,20,172,1,0.0,0.0,0.0,66.7,0.0,1.0,0.0
2954,37,2,13,88,1,0.0,0.0,0.0,27.0,0.0,1.0,0.0
2955,45,2,19,71,3,0.0,0.0,0.0,8.0,0.0,1.0,0.0
2956,32,1,6,180,3,144.0,1.0,0.0,29.0,0.0,0.0,1.0
2957,46,2,22,39,3,184.0,0.0,0.0,21.0,1.0,0.0,0.0
2958,40,1,14,94,3,0.0,0.0,0.0,15.0,1.0,0.0,0.0
2959,44,3,17,25,2,0.0,0.0,0.0,10.0,0.0,1.0,0.0
2960,41,2,16,10,3,102.0,0.0,0.0,0.0,0.0,1.0,0.0
2961,31,1,6,42,1,184.0,0.0,0.0,10.0,0.0,0.0,0.0
2962,59,2,34,142,1,0.0,0.0,0.0,39.0,1.0,0.0,0.0
2963,47,2,22,34,1,0.0,0.0,0.0,13.0,0.0,1.0,0.0
2964,36,1,11,139,1,0.0,0.0,0.0,46.0,0.0,0.0,0.0
2965,31,2,5,154,1,207.0,0.0,0.0,45.0,0.0,1.0,0.0
2966,35,2,9,40,3,89.0,0.0,0.0,20.0,0.0,0.0,0.0
2967,63,1,33,33,3,140.0,0.0,0.0,15.0,1.0,1.0,0.0
2968,59,2,35,80,1,0.0,0.0,0.0,16.0,1.0,1.0,0.0
2969,46,3,19,10,2,100.0,0.0,0.0,6.7,0.0,1.0,0.0
2970,43,3,17,41,3,0.0,0.0,0.0,5.0,0.0,1.0,0.0
2971,61,4,37,30,1,118.0,0.0,0.0,13.0,1.0,1.0,0.0
2972,56,1,30,78,3,190.0,0.0,0.0,8.0,0.0,1.0,0.0
2973,46,1,22,164,1,0.0,0.0,0.0,50.0,1.0,0.0,0.0
2974,53,1,28,23,3,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2975,32,1,8,149,1,0.0,0.0,0.0,60.0,0.0,0.0,0.0
2976,61,4,35,25,3,0.0,0.0,0.0,7.0,0.0,1.0,0.0
2977,34,1,10,42,3,0.0,0.0,0.0,21.0,0.0,1.0,0.0
2978,38,1,12,71,1,185.0,0.0,0.0,25.0,1.0,1.0,0.0
2979,60,3,35,114,2,0.0,0.0,0.0,42.0,0.0,1.0,1.0
2980,52,1,27,70,2,0.0,0.0,0.0,28.0,1.0,1.0,0.0
2981,48,4,24,149,1,0.0,0.0,0.0,61.0,1.0,0.0,1.0
2982,61,4,34,55,2,0.0,0.0,0.0,25.0,0.0,1.0,0.0
2983,62,1,37,29,1,0.0,0.0,0.0,13.0,0.0,0.0,0.0
2984,65,1,41,123,1,0.0,0.0,0.0,38.0,1.0,1.0,0.0
2985,47,1,21,152,3,374.0,0.0,1.0,74.0,1.0,1.0,1.0
2986,32,4,8,8,2,0.0,0.0,0.0,7.0,0.0,0.0,0.0
2987,58,4,33,69,1,245.0,0.0,0.0,7.0,0.0,0.0,0.0
2988,49,4,24,161,3,310.0,0.0,0.0,79.0,0.0,0.0,1.0
2989,49,1,24,79,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2990,36,1,11,105,1,0.0,0.0,0.0,46.0,0.0,0.0,0.0
2991,34,3,9,39,1,0.0,0.0,0.0,23.0,0.0,0.0,0.0
2992,48,1,24,163,1,0.0,0.0,0.0,50.0,0.0,0.0,0.0
2993,47,1,21,9,1,0.0,0.0,0.0,2.0,0.0,1.0,0.0
2994,45,4,21,71,3,0.0,0.0,0.0,20.0,1.0,0.0,0.0
2995,43,3,19,51,3,0.0,0.0,0.0,21.0,0.0,0.0,0.0
2996,51,1,25,32,3,167.0,0.0,0.0,14.0,0.0,0.0,0.0
2997,53,4,27,161,1,0.0,0.0,1.0,43.0,1.0,1.0,1.0
2998,54,1,28,60,1,0.0,0.0,0.0,2.0,0.0,1.0,0.0
2999,38,4,11,35,2,0.0,0.0,0.0,10.0,0.0,0.0,0.0
3000,65,4,41,41,2,0.0,0.0,0.0,12.0,0.0,1.0,0.0
3001,47,2,23,73,1,216.0,0.0,0.0,17.0,0.0,1.0,0.0
3002,58,4,34,49,1,214.0,1.0,1.0,15.0,1.0,1.0,0.0
3003,62,2,36,79,1,194.0,0.0,0.0,20.0,1.0,1.0,0.0
3004,43,2,19,120,1,0.0,1.0,0.0,75.0,0.0,0.0,0.0
3005,41,2,17,60,1,0.0,0.0,0.0,32.0,0.0,0.0,0.0
3006,34,3,9,78,2,0.0,0.0,0.0,6.0,0.0,1.0,0.0
3007,51,4,27,40,2,131.0,0.0,0.0,11.0,0.0,0.0,0.0
3008,53,2,27,110,3,204.0,1.0,1.0,54.0,0.0,1.0,1.0
3009,36,4,12,160,3,0.0,1.0,0.0,57.0,0.0,0.0,1.0
3010,58,4,33,68,1,191.0,0.0,0.0,7.0,1.0,1.0,0.0
3011,57,2,32,49,3,103.0,0.0,0.0,16.0,0.0,1.0,0.0
3012,45,2,21,65,1,0.0,0.0,0.0,25.0,0.0,1.0,0.0
3013,24,3,1,55,2,145.0,0.0,0.0,24.0,0.0,1.0,0.0
3014,34,3,9,62,1,98.0,0.0,0.0,23.0,1.0,0.0,0.0
3016,46,3,19,42,2,0.0,0.0,0.0,25.0,0.0,0.0,0.0
3017,55,4,29,39,2,0.0,0.0,0.0,7.0,0.0,1.0,0.0
3018,43,3,18,111,1,0.0,1.0,1.0,30.0,1.0,0.0,1.0
3019,48,3,22,82,1,0.0,0.0,0.0,21.0,0.0,0.0,0.0
3020,62,4,37,108,2,0.0,0.0,0.0,34.0,0.0,1.0,0.0
3021,54,2,28,59,3,0.0,0.0,0.0,8.0,0.0,1.0,0.0
3022,57,3,31,61,1,193.0,0.0,0.0,25.0,0.0,1.0,0.0
3023,34,4,7,78,2,0.0,1.0,0.0,20.0,0.0,1.0,0.0
3024,45,2,19,18,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3025,64,4,38,113,3,0.0,0.0,0.0,17.0,1.0,1.0,0.0
3026,48,1,21,62,2,0.0,0.0,0.0,26.7,0.0,1.0,0.0
3027,51,1,25,81,1,248.0,0.0,0.0,49.0,0.0,1.0,0.0
3028,50,3,26,13,1,106.0,0.0,0.0,4.0,0.0,1.0,0.0
3029,35,1,10,75,1,194.0,0.0,0.0,28.0,0.0,0.0,0.0
3030,41,2,15,33,3,89.0,0.0,0.0,8.0,0.0,1.0,0.0
3031,39,1,14,179,1,0.0,0.0,0.0,41.0,0.0,1.0,0.0
3032,52,3,27,69,2,0.0,0.0,0.0,20.0,0.0,1.0,0.0
3033,29,1,5,45,3,0.0,0.0,0.0,10.0,0.0,1.0,0.0
3034,53,3,27,59,2,0.0,0.0,0.0,30.0,0.0,1.0,0.0
3035,40,2,14,81,1,0.0,0.0,0.0,28.0,0.0,1.0,0.0
3036,30,1,6,133,1,212.0,0.0,0.0,54.0,0.0,1.0,0.0
3037,55,2,30,81,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3038,64,4,39,14,2,86.0,0.0,0.0,4.0,1.0,1.0,0.0
3039,41,2,15,28,3,0.0,0.0,0.0,8.0,0.0,0.0,0.0
3040,37,2,13,93,1,0.0,0.0,0.0,22.0,0.0,1.0,0.0
3041,46,3,21,191,3,123.0,0.0,0.0,26.0,0.0,0.0,1.0
3042,62,1,38,155,1,0.0,0.0,0.0,29.0,0.0,1.0,0.0
3043,27,2,1,155,1,0.0,0.0,0.0,72.0,0.0,0.0,0.0
3044,34,4,9,68,1,0.0,0.0,0.0,13.0,0.0,1.0,0.0
3045,65,2,41,52,1,226.0,0.0,0.0,11.0,0.0,0.0,0.0
3046,44,1,18,51,3,0.0,0.0,0.0,7.0,0.0,0.0,0.0
3047,25,4,1,44,1,180.0,0.0,0.0,16.0,0.0,1.0,0.0
3048,31,2,6,121,1,408.0,0.0,0.0,31.0,0.0,1.0,0.0
3049,61,4,37,49,1,204.0,1.0,0.0,22.0,0.0,1.0,0.0
3050,51,2,27,42,3,78.0,1.0,0.0,10.0,0.0,1.0,0.0
3051,41,1,16,144,1,0.0,0.0,0.0,41.0,0.0,0.0,0.0
3052,32,1,7,72,2,0.0,0.0,0.0,26.0,0.0,1.0,0.0
3053,31,1,5,44,1,109.0,0.0,0.0,15.0,0.0,0.0,0.0
3054,61,3,36,43,3,175.0,0.0,0.0,9.0,0.0,0.0,0.0
3055,40,1,15,74,2,144.0,1.0,0.0,1.0,0.0,1.0,0.0
3056,67,1,42,145,1,0.0,0.0,0.0,25.0,0.0,1.0,0.0
3057,66,2,42,158,1,0.0,0.0,0.0,21.0,0.0,0.0,0.0
3058,55,4,29,78,1,0.0,0.0,0.0,49.0,0.0,0.0,0.0
3059,55,1,30,154,2,352.0,0.0,0.0,24.0,0.0,1.0,1.0
3060,36,2,10,105,3,0.0,0.0,0.0,45.0,0.0,0.0,0.0
3061,33,3,8,100,2,0.0,0.0,0.0,6.0,0.0,1.0,0.0
3062,64,1,40,58,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3063,61,1,36,113,1,406.0,0.0,0.0,9.0,0.0,1.0,0.0
3064,44,2,19,10,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3065,60,2,34,142,1,0.0,0.0,0.0,27.0,0.0,0.0,0.0
3066,63,1,38,128,1,0.0,0.0,0.0,25.0,0.0,0.0,0.0
3067,31,3,6,131,3,0.0,0.0,0.0,5.0,0.0,0.0,1.0
3068,55,4,31,88,2,122.0,0.0,0.0,10.0,0.0,1.0,0.0
3069,31,2,7,101,1,0.0,0.0,0.0,6.0,0.0,1.0,0.0
3070,32,2,2,70,3,0.0,0.0,1.0,17.5,1.0,1.0,0.0
3071,45,1,21,122,1,0.0,1.0,0.0,3.0,0.0,1.0,0.0
3072,33,3,9,70,1,0.0,0.0,0.0,15.0,0.0,1.0,0.0
3073,64,2,39,148,3,0.0,0.0,0.0,43.0,0.0,1.0,1.0
3074,58,2,33,43,3,166.0,0.0,0.0,21.0,0.0,1.0,0.0
3075,61,1,31,31,3,0.0,0.0,0.0,15.0,0.0,1.0,0.0
3076,38,2,12,35,3,0.0,0.0,0.0,8.0,0.0,0.0,0.0
3077,54,4,28,81,3,0.0,0.0,0.0,26.0,0.0,1.0,0.0
3078,52,1,26,19,3,98.0,0.0,0.0,14.0,0.0,0.0,0.0
3079,31,4,6,98,3,129.0,1.0,1.0,18.0,1.0,1.0,0.0
3080,29,4,3,101,3,0.0,0.0,0.0,21.0,0.0,1.0,0.0
3081,51,2,25,81,3,0.0,0.0,0.0,4.0,0.0,0.0,0.0
3082,53,1,28,135,1,452.0,0.0,0.0,6.0,0.0,1.0,0.0
3083,57,2,31,34,2,0.0,0.0,0.0,7.0,0.0,1.0,0.0
3084,41,1,17,104,1,249.0,0.0,0.0,34.0,0.0,0.0,0.0
3085,65,3,39,29,2,0.0,0.0,0.0,7.0,0.0,1.0,0.0
3086,62,2,37,119,2,0.0,0.0,0.0,54.0,0.0,1.0,1.0
3087,47,2,21,82,2,0.0,0.0,0.0,17.0,1.0,1.0,0.0
3088,56,1,30,62,1,0.0,0.0,0.0,2.0,0.0,1.0,0.0
3089,46,3,20,85,1,0.0,0.0,0.0,21.0,1.0,1.0,0.0
3090,41,2,16,8,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3091,64,4,38,78,3,0.0,0.0,0.0,17.0,0.0,1.0,0.0
3092,58,3,33,44,2,0.0,0.0,0.0,5.0,0.0,1.0,0.0
3093,39,2,15,122,1,0.0,0.0,0.0,80.0,1.0,1.0,0.0
3094,38,3,12,22,2,114.0,0.0,0.0,1.0,0.0,0.0,0.0
3095,32,4,6,39,2,0.0,0.0,0.0,22.0,1.0,1.0,0.0
3096,51,1,27,55,2,0.0,0.0,0.0,16.0,0.0,1.0,0.0
3097,43,2,19,144,1,158.0,0.0,0.0,61.0,0.0,0.0,0.0
3098,52,1,28,71,2,0.0,0.0,0.0,26.0,1.0,0.0,0.0
3099,39,2,14,191,1,0.0,0.0,0.0,30.0,0.0,1.0,0.0
3100,54,1,27,22,2,100.0,0.0,0.0,5.0,0.0,1.0,0.0
3101,44,1,18,158,1,0.0,0.0,0.0,24.0,0.0,1.0,0.0
3102,36,3,10,131,3,0.0,0.0,1.0,3.0,1.0,1.0,1.0
3103,50,1,25,75,2,160.0,0.0,0.0,28.0,1.0,0.0,0.0
3104,29,3,5,69,2,170.0,0.0,0.0,7.0,0.0,0.0,0.0
3105,52,2,28,39,1,0.0,0.0,0.0,8.0,0.0,0.0,0.0
3106,40,4,15,34,1,0.0,0.0,0.0,17.0,1.0,1.0,0.0
3107,32,1,8,32,1,0.0,0.0,0.0,17.0,0.0,1.0,0.0
3108,45,1,19,129,1,0.0,0.0,0.0,57.0,0.0,1.0,0.0
3109,47,3,21,158,1,432.0,0.0,0.0,54.0,1.0,0.0,1.0
3110,43,1,19,54,1,0.0,0.0,0.0,18.0,0.0,1.0,0.0
3111,42,1,18,34,2,0.0,0.0,0.0,20.0,0.0,0.0,0.0
3112,24,4,1,45,2,0.0,0.0,0.0,6.0,1.0,1.0,0.0
3113,60,2,34,68,3,0.0,1.0,0.0,23.0,0.0,0.0,0.0
3114,48,1,22,53,2,0.0,0.0,0.0,15.0,0.0,1.0,0.0
3115,49,1,24,32,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3116,59,2,34,173,3,0.0,0.0,0.0,72.0,0.0,1.0,1.0
3117,59,4,35,31,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0
3118,55,2,30,72,1,144.0,0.0,0.0,37.0,0.0,1.0,0.0
3119,50,4,25,30,2,157.0,0.0,1.0,4.0,1.0,1.0,0.0
3120,64,1,39,138,1,0.0,0.0,0.0,25.0,0.0,1.0,0.0
3121,63,1,38,18,2,127.0,0.0,0.0,15.0,0.0,0.0,0.0
3122,46,1,20,69,1,220.0,0.0,0.0,28.0,1.0,1.0,0.0
3123,40,3,14,58,1,247.0,0.0,0.0,21.0,0.0,1.0,0.0
3124,59,4,35,63,1,0.0,0.0,0.0,15.0,0.0,1.0,0.0
3125,57,2,31,43,1,0.0,1.0,0.0,3.0,0.0,0.0,0.0
3126,30,1,6,28,3,0.0,0.0,0.0,2.0,0.0,1.0,0.0
3127,34,1,10,38,3,133.0,0.0,0.0,21.0,0.0,0.0,0.0
3128,56,3,30,72,2,147.0,0.0,0.0,3.0,0.0,0.0,0.0
3129,57,4,32,64,1,0.0,0.0,0.0,9.0,0.0,1.0,0.0
3130,37,3,13,70,2,165.0,0.0,0.0,26.0,0.0,1.0,0.0
3131,54,1,30,12,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0
3132,58,2,32,159,1,0.0,0.0,0.0,5.0,0.0,0.0,0.0
3133,36,2,10,103,3,0.0,0.0,0.0,45.0,0.0,1.0,0.0
3134,44,1,19,42,3,0.0,0.0,0.0,3.0,0.0,1.0,0.0
3135,55,2,30,48,3,142.0,0.0,0.0,21.0,0.0,1.0,0.0
3136,30,1,4,49,1,0.0,0.0,0.0,15.0,0.0,0.0,0.0
3137,40,2,15,89,1,0.0,0.0,0.0,4.0,0.0,1.0,0.0
3138,33,4,9,22,2,0.0,0.0,0.0,7.0,1.0,1.0,0.0
3139,52,2,28,10,1,86.0,0.0,0.0,2.0,0.0,0.0,0.0
3140,51,1,26,38,2,120.0,0.0,0.0,13.0,1.0,0.0,0.0
3141,55,2,30,49,3,95.0,0.0,0.0,21.0,1.0,1.0,0.0
3142,39,2,13,30,3,0.0,0.0,0.0,14.0,1.0,0.0,0.0
3143,33,1,8,82,2,240.0,0.0,1.0,26.0,1.0,1.0,0.0
3144,63,1,38,82,3,312.0,0.0,0.0,8.0,0.0,1.0,0.0
3145,58,1,34,24,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3146,48,4,24,32,1,156.0,0.0,0.0,6.0,1.0,1.0,0.0
3147,52,3,26,34,3,111.0,0.0,0.0,9.0,0.0,1.0,0.0
3148,55,2,28,195,2,477.0,0.0,0.0,47.5,0.0,0.0,1.0
3149,27,4,2,61,1,119.0,0.0,0.0,22.0,0.0,0.0,0.0
3150,38,3,12,22,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0
3151,28,4,1,40,3,0.0,0.0,0.0,10.0,0.0,1.0,0.0
3152,64,2,39,50,1,205.0,0.0,0.0,28.0,0.0,0.0,0.0
3153,63,2,37,35,3,0.0,1.0,0.0,7.0,1.0,0.0,0.0
3154,60,3,34,64,2,0.0,0.0,0.0,3.0,0.0,0.0,0.0
3155,33,3,8,49,1,0.0,0.0,0.0,23.0,0.0,1.0,0.0
3156,36,4,9,44,2,192.0,0.0,0.0,10.0,1.0,0.0,0.0
3157,57,2,32,65,1,0.0,0.0,0.0,37.0,0.0,1.0,0.0
3158,56,4,32,13,1,0.0,0.0,0.0,7.0,0.0,1.0,0.0
3159,32,1,6,84,3,105.0,0.0,0.0,29.0,1.0,0.0,0.0
3160,55,4,30,28,2,101.0,0.0,0.0,2.0,0.0,1.0,0.0
3161,59,3,33,108,1,0.0,0.0,0.0,44.0,0.0,1.0,0.0
3162,49,1,25,59,1,144.0,0.0,0.0,0.0,0.0,1.0,0.0
3163,49,1,23,163,1,396.0,0.0,0.0,24.0,0.0,1.0,0.0
3164,34,2,10,183,3,582.0,0.0,0.0,88.0,0.0,1.0,1.0
3165,37,4,7,69,3,0.0,0.0,0.0,40.0,0.0,1.0,0.0
3166,42,1,17,115,1,0.0,0.0,0.0,70.0,0.0,0.0,0.0
3167,56,4,32,130,1,0.0,0.0,0.0,65.0,1.0,0.0,1.0
3168,64,2,38,185,2,358.0,0.0,0.0,79.0,0.0,1.0,1.0
3169,54,2,30,118,1,0.0,0.0,0.0,3.0,0.0,1.0,0.0
3170,39,1,14,163,1,0.0,0.0,0.0,41.0,0.0,0.0,0.0
3171,47,2,21,140,1,380.0,0.0,0.0,63.0,1.0,1.0,0.0
3172,60,2,34,91,2,0.0,0.0,0.0,7.0,1.0,1.0,0.0
3173,57,4,32,61,3,0.0,0.0,0.0,13.0,1.0,1.0,0.0
3174,60,4,36,168,2,0.0,0.0,0.0,41.0,0.0,1.0,1.0
3175,40,3,14,69,2,0.0,0.0,0.0,9.0,0.0,0.0,0.0
3176,48,1,22,22,1,104.0,0.0,0.0,2.0,0.0,0.0,0.0
3177,48,1,23,53,1,213.0,0.0,0.0,3.0,0.0,0.0,0.0
3178,54,2,27,25,2,0.0,0.0,1.0,10.0,1.0,1.0,0.0
3179,37,4,10,115,2,0.0,0.0,0.0,22.0,0.0,0.0,1.0
3180,35,4,10,31,3,85.0,1.0,1.0,11.0,1.0,1.0,0.0
3181,37,1,11,83,3,0.0,0.0,0.0,28.0,1.0,0.0,0.0
3182,61,2,35,152,1,0.0,0.0,0.0,69.0,0.0,0.0,0.0
3183,46,1,21,30,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
